seed,rules:+...
468223,sps:swt
468223,sps:lwt
468223,sps:ltwr
468223,sps:mtwr
468223,lps:spt
468223,lps:lpt
468223,lps:stpt
468223,lps:ltpt
468223,lps:ect
468223,lps:lct
468223,lps:swt
468223,lps:lwt
468223,lps:ltwr
468223,lps:mtwr
468223,stpt:spt
468223,stpt:lpt
468223,stpt:sps
468223,stpt:lps
468223,stpt:ect
468223,stpt:lct
468223,stpt:swt
468223,stpt:lwt
468223,stpt:ltwr
468223,stpt:mtwr
468223,ltpt:spt
468223,ltpt:lpt
468223,ltpt:sps
468223,ltpt:lps
468223,ltpt:ect
468223,ltpt:lct
468223,ltpt:swt
468223,ltpt:lwt
468223,ltpt:ltwr
468223,ltpt:mtwr
468223,ect:spt
468223,ect:lpt
468223,ect:sps
468223,ect:lps
468223,ect:stpt
468223,ect:ltpt
468223,ect:swt
468223,ect:lwt
468223,ect:ltwr
468223,ect:mtwr
468223,lct:spt
468223,lct:lpt
468223,lct:sps
468223,lct:lps
468223,lct:stpt
468223,lct:ltpt
468223,lct:swt
468223,lct:lwt
468223,lct:ltwr
468223,lct:mtwr
468223,swt:spt
468223,swt:lpt
468223,swt:sps
468223,swt:lps
468223,swt:stpt
468223,swt:ltpt
468223,swt:ect
468223,swt:lct
468223,swt:ltwr
468223,swt:mtwr
468223,lwt:spt
468223,lwt:lpt
468223,lwt:sps
468223,lwt:lps
468223,lwt:stpt
468223,lwt:ltpt
468223,lwt:ect
468223,lwt:lct
468223,lwt:ltwr
468223,lwt:mtwr
468223,ltwr:spt
468223,ltwr:lpt
468223,ltwr:sps
468223,ltwr:lps
468223,ltwr:stpt
468223,ltwr:ltpt
468223,ltwr:ect
468223,ltwr:lct
468223,ltwr:swt
468223,ltwr:lwt
468223,mtwr:spt
468223,mtwr:lpt
468223,mtwr:sps
468223,mtwr:lps
468223,mtwr:stpt
468223,mtwr:ltpt
468223,mtwr:ect
468223,mtwr:lct
468223,mtwr:swt
468223,mtwr:lwt
480531,spt:sps
480531,spt:lps
480531,spt:stpt
480531,spt:ltpt
480531,spt:ect
480531,spt:lct
480531,spt:swt
480531,spt:lwt
480531,spt:ltwr
480531,spt:mtwr
480531,lpt:sps
480531,lpt:lps
480531,lpt:stpt
480531,lpt:ltpt
480531,lpt:ect
480531,lpt:lct
480531,lpt:swt
480531,lpt:lwt
480531,lpt:ltwr
480531,lpt:mtwr
480531,sps:spt
480531,sps:lpt
480531,sps:stpt
480531,sps:ltpt
480531,sps:ect
480531,sps:lct
480531,sps:swt
480531,sps:lwt
480531,sps:ltwr
480531,sps:mtwr
480531,lps:spt
480531,lps:lpt
480531,lps:stpt
480531,lps:ltpt
480531,lps:ect
480531,lps:lct
480531,lps:swt
480531,lps:lwt
480531,lps:ltwr
480531,lps:mtwr
480531,stpt:spt
480531,stpt:lpt
480531,stpt:sps
480531,stpt:lps
480531,stpt:ect
480531,stpt:lct
480531,stpt:swt
480531,stpt:lwt
480531,stpt:ltwr
480531,stpt:mtwr
480531,ltpt:spt
480531,ltpt:lpt
480531,ltpt:sps
480531,ltpt:lps
480531,ltpt:ect
480531,ltpt:lct
480531,ltpt:swt
480531,ltpt:lwt
480531,ltpt:ltwr
480531,ltpt:mtwr
480531,ect:spt
480531,ect:lpt
480531,ect:sps
480531,ect:lps
480531,ect:stpt
480531,ect:ltpt
480531,ect:swt
480531,ect:lwt
480531,ect:ltwr
480531,ect:mtwr
480531,lct:spt
480531,lct:lpt
480531,lct:sps
480531,lct:lps
480531,lct:stpt
480531,lct:ltpt
480531,lct:swt
480531,lct:lwt
480531,lct:ltwr
480531,lct:mtwr
480531,swt:spt
480531,swt:lpt
480531,swt:sps
480531,swt:lps
480531,swt:stpt
480531,swt:ltpt
480531,swt:ect
480531,swt:lct
480531,swt:ltwr
480531,swt:mtwr
480531,lwt:spt
480531,lwt:lpt
480531,lwt:sps
480531,lwt:lps
480531,lwt:stpt
480531,lwt:ltpt
480531,lwt:ect
480531,lwt:lct
480531,lwt:ltwr
480531,lwt:mtwr
480531,ltwr:spt
480531,ltwr:lpt
480531,ltwr:sps
480531,ltwr:lps
480531,ltwr:stpt
480531,ltwr:ltpt
480531,ltwr:ect
480531,ltwr:lct
480531,ltwr:swt
480531,ltwr:lwt
480531,mtwr:spt
480531,mtwr:lpt
480531,mtwr:sps
480531,mtwr:lps
480531,mtwr:stpt
480531,mtwr:ltpt
480531,mtwr:ect
480531,mtwr:lct
480531,mtwr:swt
480531,mtwr:lwt
408501,spt:sps
408501,spt:lps
408501,spt:stpt
408501,spt:ltpt
408501,spt:ect
408501,spt:lct
408501,spt:swt
408501,spt:lwt
408501,spt:ltwr
408501,spt:mtwr
408501,lpt:sps
408501,lpt:lps
408501,lpt:stpt
408501,lpt:ltpt
408501,lpt:ect
408501,lpt:lct
408501,lpt:swt
408501,lpt:lwt
408501,lpt:ltwr
408501,lpt:mtwr
408501,sps:spt
408501,sps:lpt
408501,sps:stpt
408501,sps:ltpt
408501,sps:ect
408501,sps:lct
408501,sps:swt
408501,sps:lwt
408501,sps:ltwr
408501,sps:mtwr
408501,lps:spt
408501,lps:lpt
408501,lps:stpt
408501,lps:ltpt
408501,lps:ect
408501,lps:lct
408501,lps:swt
408501,lps:lwt
408501,lps:ltwr
408501,lps:mtwr
408501,stpt:spt
408501,stpt:lpt
408501,stpt:sps
408501,stpt:lps
408501,stpt:ect
408501,stpt:lct
408501,stpt:swt
408501,stpt:lwt
408501,stpt:ltwr
408501,stpt:mtwr
408501,ltpt:spt
408501,ltpt:lpt
408501,ltpt:sps
408501,ltpt:lps
408501,ltpt:ect
408501,ltpt:lct
408501,ltpt:swt
408501,ltpt:lwt
408501,ltpt:ltwr
408501,ltpt:mtwr
408501,ect:spt
408501,ect:lpt
408501,ect:sps
408501,ect:lps
408501,ect:stpt
408501,ect:ltpt
408501,ect:swt
408501,ect:lwt
408501,ect:ltwr
408501,ect:mtwr
408501,lct:spt
408501,lct:lpt
408501,lct:sps
408501,lct:lps
408501,lct:stpt
408501,lct:ltpt
408501,lct:swt
408501,lct:lwt
408501,lct:ltwr
408501,lct:mtwr
408501,swt:spt
408501,swt:lpt
408501,swt:sps
408501,swt:lps
408501,swt:stpt
408501,swt:ltpt
408501,swt:ect
408501,swt:lct
408501,swt:ltwr
408501,swt:mtwr
408501,lwt:spt
408501,lwt:lpt
408501,lwt:sps
408501,lwt:lps
408501,lwt:stpt
408501,lwt:ltpt
408501,lwt:ect
408501,lwt:lct
408501,lwt:ltwr
408501,lwt:mtwr
408501,ltwr:spt
408501,ltwr:lpt
408501,ltwr:sps
408501,ltwr:lps
408501,ltwr:stpt
408501,ltwr:ltpt
408501,ltwr:ect
408501,ltwr:lct
408501,ltwr:swt
408501,ltwr:lwt
408501,mtwr:spt
408501,mtwr:lpt
408501,mtwr:sps
408501,mtwr:lps
408501,mtwr:stpt
408501,mtwr:ltpt
408501,mtwr:ect
408501,mtwr:lct
408501,mtwr:swt
408501,mtwr:lwt
506933,spt:sps
506933,spt:lps
506933,spt:stpt
506933,spt:ltpt
506933,spt:ect
506933,spt:lct
506933,spt:swt
506933,spt:lwt
506933,spt:ltwr
506933,spt:mtwr
506933,lpt:sps
506933,lpt:lps
506933,lpt:stpt
506933,lpt:ltpt
506933,lpt:ect
506933,lpt:lct
506933,lpt:swt
506933,lpt:lwt
506933,lpt:ltwr
506933,lpt:mtwr
506933,sps:spt
506933,sps:lpt
506933,sps:stpt
506933,sps:ltpt
506933,sps:ect
506933,sps:lct
506933,sps:swt
506933,sps:lwt
506933,sps:ltwr
506933,sps:mtwr
506933,lps:spt
506933,lps:lpt
506933,lps:stpt
506933,lps:ltpt
506933,lps:ect
506933,lps:lct
506933,lps:swt
506933,lps:lwt
506933,lps:ltwr
506933,lps:mtwr
506933,stpt:spt
506933,stpt:lpt
506933,stpt:sps
506933,stpt:lps
506933,stpt:ect
506933,stpt:lct
506933,stpt:swt
506933,stpt:lwt
506933,stpt:ltwr
506933,stpt:mtwr
506933,ltpt:spt
506933,ltpt:lpt
506933,ltpt:sps
506933,ltpt:lps
506933,ltpt:ect
506933,ltpt:lct
506933,ltpt:swt
506933,ltpt:lwt
506933,ltpt:ltwr
506933,ltpt:mtwr
506933,ect:spt
506933,ect:lpt
506933,ect:sps
506933,ect:lps
506933,ect:stpt
506933,ect:ltpt
506933,ect:swt
506933,ect:lwt
506933,ect:ltwr
506933,ect:mtwr
506933,lct:spt
506933,lct:lpt
506933,lct:sps
506933,lct:lps
506933,lct:stpt
506933,lct:ltpt
506933,lct:swt
506933,lct:lwt
506933,lct:ltwr
506933,lct:mtwr
506933,swt:spt
506933,swt:lpt
506933,swt:sps
506933,swt:lps
506933,swt:stpt
506933,swt:ltpt
506933,swt:ect
506933,swt:lct
506933,swt:ltwr
506933,swt:mtwr
506933,lwt:spt
506933,lwt:lpt
506933,lwt:sps
506933,lwt:lps
506933,lwt:stpt
506933,lwt:ltpt
506933,lwt:ect
506933,lwt:lct
506933,lwt:ltwr
506933,lwt:mtwr
506933,ltwr:spt
506933,ltwr:lpt
506933,ltwr:sps
506933,ltwr:lps
506933,ltwr:stpt
506933,ltwr:ltpt
506933,ltwr:ect
506933,ltwr:lct
506933,ltwr:swt
506933,ltwr:lwt
506933,mtwr:spt
506933,mtwr:lpt
506933,mtwr:sps
506933,mtwr:lps
506933,mtwr:stpt
506933,mtwr:ltpt
506933,mtwr:ect
506933,mtwr:lct
506933,mtwr:swt
506933,mtwr:lwt
424284,spt:sps
424284,spt:lps
424284,spt:stpt
424284,spt:ltpt
424284,spt:ect
424284,spt:lct
424284,spt:swt
424284,spt:lwt
424284,spt:ltwr
424284,spt:mtwr
424284,lpt:sps
424284,lpt:lps
424284,lpt:stpt
424284,lpt:ltpt
424284,lpt:ect
424284,lpt:lct
424284,lpt:swt
424284,lpt:lwt
424284,lpt:ltwr
424284,lpt:mtwr
424284,sps:spt
424284,sps:lpt
424284,sps:stpt
424284,sps:ltpt
424284,sps:ect
424284,sps:lct
424284,sps:swt
424284,sps:lwt
424284,sps:ltwr
424284,sps:mtwr
424284,lps:spt
424284,lps:lpt
424284,lps:stpt
424284,lps:ltpt
424284,lps:ect
424284,lps:lct
424284,lps:swt
424284,lps:lwt
424284,lps:ltwr
424284,lps:mtwr
424284,stpt:spt
424284,stpt:lpt
424284,stpt:sps
424284,stpt:lps
424284,stpt:ect
424284,stpt:lct
424284,stpt:swt
424284,stpt:lwt
424284,stpt:ltwr
424284,stpt:mtwr
424284,ltpt:spt
424284,ltpt:lpt
424284,ltpt:sps
424284,ltpt:lps
424284,ltpt:ect
424284,ltpt:lct
424284,ltpt:swt
424284,ltpt:lwt
424284,ltpt:ltwr
424284,ltpt:mtwr
424284,ect:spt
424284,ect:lpt
424284,ect:sps
424284,ect:lps
424284,ect:stpt
424284,ect:ltpt
424284,ect:swt
424284,ect:lwt
424284,ect:ltwr
424284,ect:mtwr
424284,lct:spt
424284,lct:lpt
424284,lct:sps
424284,lct:lps
424284,lct:stpt
424284,lct:ltpt
424284,lct:swt
424284,lct:lwt
424284,lct:ltwr
424284,lct:mtwr
424284,swt:spt
424284,swt:lpt
424284,swt:sps
424284,swt:lps
424284,swt:stpt
424284,swt:ltpt
424284,swt:ect
424284,swt:lct
424284,swt:ltwr
424284,swt:mtwr
424284,lwt:spt
424284,lwt:lpt
424284,lwt:sps
424284,lwt:lps
424284,lwt:stpt
424284,lwt:ltpt
424284,lwt:ect
424284,lwt:lct
424284,lwt:ltwr
424284,lwt:mtwr
424284,ltwr:spt
424284,ltwr:lpt
424284,ltwr:sps
424284,ltwr:lps
424284,ltwr:stpt
424284,ltwr:ltpt
424284,ltwr:ect
424284,ltwr:lct
424284,ltwr:swt
424284,ltwr:lwt
424284,mtwr:spt
424284,mtwr:lpt
424284,mtwr:sps
424284,mtwr:lps
424284,mtwr:stpt
424284,mtwr:ltpt
424284,mtwr:ect
424284,mtwr:lct
424284,mtwr:swt
424284,mtwr:lwt
818137,spt:sps
818137,spt:lps
818137,spt:stpt
818137,spt:ltpt
818137,spt:ect
818137,spt:lct
818137,spt:swt
818137,spt:lwt
818137,spt:ltwr
818137,spt:mtwr
818137,lpt:sps
818137,lpt:lps
818137,lpt:stpt
818137,lpt:ltpt
818137,lpt:ect
818137,lpt:lct
818137,lpt:swt
818137,lpt:lwt
818137,lpt:ltwr
818137,lpt:mtwr
818137,sps:spt
818137,sps:lpt
818137,sps:stpt
818137,sps:ltpt
818137,sps:ect
818137,sps:lct
818137,sps:swt
818137,sps:lwt
818137,sps:ltwr
818137,sps:mtwr
818137,lps:spt
818137,lps:lpt
818137,lps:stpt
818137,lps:ltpt
818137,lps:ect
818137,lps:lct
818137,lps:swt
818137,lps:lwt
818137,lps:ltwr
818137,lps:mtwr
818137,stpt:spt
818137,stpt:lpt
818137,stpt:sps
818137,stpt:lps
818137,stpt:ect
818137,stpt:lct
818137,stpt:swt
818137,stpt:lwt
818137,stpt:ltwr
818137,stpt:mtwr
818137,ltpt:spt
818137,ltpt:lpt
818137,ltpt:sps
818137,ltpt:lps
818137,ltpt:ect
818137,ltpt:lct
818137,ltpt:swt
818137,ltpt:lwt
818137,ltpt:ltwr
818137,ltpt:mtwr
818137,ect:spt
818137,ect:lpt
818137,ect:sps
818137,ect:lps
818137,ect:stpt
818137,ect:ltpt
818137,ect:swt
818137,ect:lwt
818137,ect:ltwr
818137,ect:mtwr
818137,lct:spt
818137,lct:lpt
818137,lct:sps
818137,lct:lps
818137,lct:stpt
818137,lct:ltpt
818137,lct:swt
818137,lct:lwt
818137,lct:ltwr
818137,lct:mtwr
818137,swt:spt
818137,swt:lpt
818137,swt:sps
818137,swt:lps
818137,swt:stpt
818137,swt:ltpt
818137,swt:ect
818137,swt:lct
818137,swt:ltwr
818137,swt:mtwr
818137,lwt:spt
818137,lwt:lpt
818137,lwt:sps
818137,lwt:lps
818137,lwt:stpt
818137,lwt:ltpt
818137,lwt:ect
818137,lwt:lct
818137,lwt:ltwr
818137,lwt:mtwr
818137,ltwr:spt
818137,ltwr:lpt
818137,ltwr:sps
818137,ltwr:lps
818137,ltwr:stpt
818137,ltwr:ltpt
818137,ltwr:ect
818137,ltwr:lct
818137,ltwr:swt
818137,ltwr:lwt
818137,mtwr:spt
818137,mtwr:lpt
818137,mtwr:sps
818137,mtwr:lps
818137,mtwr:stpt
818137,mtwr:ltpt
818137,mtwr:ect
818137,mtwr:lct
818137,mtwr:swt
818137,mtwr:lwt
828317,spt:sps
828317,spt:lps
828317,spt:stpt
828317,spt:ltpt
828317,spt:ect
828317,spt:lct
828317,spt:swt
828317,spt:lwt
828317,spt:ltwr
828317,spt:mtwr
828317,lpt:sps
828317,lpt:lps
828317,lpt:stpt
828317,lpt:ltpt
828317,lpt:ect
828317,lpt:lct
828317,lpt:swt
828317,lpt:lwt
828317,lpt:ltwr
828317,lpt:mtwr
828317,sps:spt
828317,sps:lpt
828317,sps:stpt
828317,sps:ltpt
828317,sps:ect
828317,sps:lct
828317,sps:swt
828317,sps:lwt
828317,sps:ltwr
828317,sps:mtwr
828317,lps:spt
828317,lps:lpt
828317,lps:stpt
828317,lps:ltpt
828317,lps:ect
828317,lps:lct
828317,lps:swt
828317,lps:lwt
828317,lps:ltwr
828317,lps:mtwr
828317,stpt:spt
828317,stpt:lpt
828317,stpt:sps
828317,stpt:lps
828317,stpt:ect
828317,stpt:lct
828317,stpt:swt
828317,stpt:lwt
828317,stpt:ltwr
828317,stpt:mtwr
828317,ltpt:spt
828317,ltpt:lpt
828317,ltpt:sps
828317,ltpt:lps
828317,ltpt:ect
828317,ltpt:lct
828317,ltpt:swt
828317,ltpt:lwt
828317,ltpt:ltwr
828317,ltpt:mtwr
828317,ect:spt
828317,ect:lpt
828317,ect:sps
828317,ect:lps
828317,ect:stpt
828317,ect:ltpt
828317,ect:swt
828317,ect:lwt
828317,ect:ltwr
828317,ect:mtwr
828317,lct:spt
828317,lct:lpt
828317,lct:sps
828317,lct:lps
828317,lct:stpt
828317,lct:ltpt
828317,lct:swt
828317,lct:lwt
828317,lct:ltwr
828317,lct:mtwr
828317,swt:spt
828317,swt:lpt
828317,swt:sps
828317,swt:lps
828317,swt:stpt
828317,swt:ltpt
828317,swt:ect
828317,swt:lct
828317,swt:ltwr
828317,swt:mtwr
828317,lwt:spt
828317,lwt:lpt
828317,lwt:sps
828317,lwt:lps
828317,lwt:stpt
828317,lwt:ltpt
828317,lwt:ect
828317,lwt:lct
828317,lwt:ltwr
828317,lwt:mtwr
828317,ltwr:spt
828317,ltwr:lpt
828317,ltwr:sps
828317,ltwr:lps
828317,ltwr:stpt
828317,ltwr:ltpt
828317,ltwr:ect
828317,ltwr:lct
828317,ltwr:swt
828317,ltwr:lwt
828317,mtwr:spt
828317,mtwr:lpt
828317,mtwr:sps
828317,mtwr:lps
828317,mtwr:stpt
828317,mtwr:ltpt
828317,mtwr:ect
828317,mtwr:lct
828317,mtwr:swt
828317,mtwr:lwt
224789,spt:sps
224789,spt:lps
224789,spt:stpt
224789,spt:ltpt
224789,spt:ect
224789,spt:lct
224789,spt:swt
224789,spt:lwt
224789,spt:ltwr
224789,spt:mtwr
224789,lpt:sps
224789,lpt:lps
224789,lpt:stpt
224789,lpt:ltpt
224789,lpt:ect
224789,lpt:lct
224789,lpt:swt
224789,lpt:lwt
224789,lpt:ltwr
224789,lpt:mtwr
224789,sps:spt
224789,sps:lpt
224789,sps:stpt
224789,sps:ltpt
224789,sps:ect
224789,sps:lct
224789,sps:swt
224789,sps:lwt
224789,sps:ltwr
224789,sps:mtwr
224789,lps:spt
224789,lps:lpt
224789,lps:stpt
224789,lps:ltpt
224789,lps:ect
224789,lps:lct
224789,lps:swt
224789,lps:lwt
224789,lps:ltwr
224789,lps:mtwr
224789,stpt:spt
224789,stpt:lpt
224789,stpt:sps
224789,stpt:lps
224789,stpt:ect
224789,stpt:lct
224789,stpt:swt
224789,stpt:lwt
224789,stpt:ltwr
224789,stpt:mtwr
224789,ltpt:spt
224789,ltpt:lpt
224789,ltpt:sps
224789,ltpt:lps
224789,ltpt:ect
224789,ltpt:lct
224789,ltpt:swt
224789,ltpt:lwt
224789,ltpt:ltwr
224789,ltpt:mtwr
224789,ect:spt
224789,ect:lpt
224789,ect:sps
224789,ect:lps
224789,ect:stpt
224789,ect:ltpt
224789,ect:swt
224789,ect:lwt
224789,ect:ltwr
224789,ect:mtwr
224789,lct:spt
224789,lct:lpt
224789,lct:sps
224789,lct:lps
224789,lct:stpt
224789,lct:ltpt
224789,lct:swt
224789,lct:lwt
224789,lct:ltwr
224789,lct:mtwr
224789,swt:spt
224789,swt:lpt
224789,swt:sps
224789,swt:lps
224789,swt:stpt
224789,swt:ltpt
224789,swt:ect
224789,swt:lct
224789,swt:ltwr
224789,swt:mtwr
224789,lwt:spt
224789,lwt:lpt
224789,lwt:sps
224789,lwt:lps
224789,lwt:stpt
224789,lwt:ltpt
224789,lwt:ect
224789,lwt:lct
224789,lwt:ltwr
224789,lwt:mtwr
224789,ltwr:spt
224789,ltwr:lpt
224789,ltwr:sps
224789,ltwr:lps
224789,ltwr:stpt
224789,ltwr:ltpt
224789,ltwr:ect
224789,ltwr:lct
224789,ltwr:swt
224789,ltwr:lwt
224789,mtwr:spt
224789,mtwr:lpt
224789,mtwr:sps
224789,mtwr:lps
224789,mtwr:stpt
224789,mtwr:ltpt
224789,mtwr:ect
224789,mtwr:lct
224789,mtwr:swt
224789,mtwr:lwt
616578,spt:sps
616578,spt:lps
616578,spt:stpt
616578,spt:ltpt
616578,spt:ect
616578,spt:lct
616578,spt:swt
616578,spt:lwt
616578,spt:ltwr
616578,spt:mtwr
616578,lpt:sps
616578,lpt:lps
616578,lpt:stpt
616578,lpt:ltpt
616578,lpt:ect
616578,lpt:lct
616578,lpt:swt
616578,lpt:lwt
616578,lpt:ltwr
616578,lpt:mtwr
616578,sps:spt
616578,sps:lpt
616578,sps:stpt
616578,sps:ltpt
616578,sps:ect
616578,sps:lct
616578,sps:swt
616578,sps:lwt
616578,sps:ltwr
616578,sps:mtwr
616578,lps:spt
616578,lps:lpt
616578,lps:stpt
616578,lps:ltpt
616578,lps:ect
616578,lps:lct
616578,lps:swt
616578,lps:lwt
616578,lps:ltwr
616578,lps:mtwr
616578,stpt:spt
616578,stpt:lpt
616578,stpt:sps
616578,stpt:lps
616578,stpt:ect
616578,stpt:lct
616578,stpt:swt
616578,stpt:lwt
616578,stpt:ltwr
616578,stpt:mtwr
616578,ltpt:spt
616578,ltpt:lpt
616578,ltpt:sps
616578,ltpt:lps
616578,ltpt:ect
616578,ltpt:lct
616578,ltpt:swt
616578,ltpt:lwt
616578,ltpt:ltwr
616578,ltpt:mtwr
616578,ect:spt
616578,ect:lpt
616578,ect:sps
616578,ect:lps
616578,ect:stpt
616578,ect:ltpt
616578,ect:swt
616578,ect:lwt
616578,ect:ltwr
616578,ect:mtwr
616578,lct:spt
616578,lct:lpt
616578,lct:sps
616578,lct:lps
616578,lct:stpt
616578,lct:ltpt
616578,lct:swt
616578,lct:lwt
616578,lct:ltwr
616578,lct:mtwr
616578,swt:spt
616578,swt:lpt
616578,swt:sps
616578,swt:lps
616578,swt:stpt
616578,swt:ltpt
616578,swt:ect
616578,swt:lct
616578,swt:ltwr
616578,swt:mtwr
616578,lwt:spt
616578,lwt:lpt
616578,lwt:sps
616578,lwt:lps
616578,lwt:stpt
616578,lwt:ltpt
616578,lwt:ect
616578,lwt:lct
616578,lwt:ltwr
616578,lwt:mtwr
616578,ltwr:spt
616578,ltwr:lpt
616578,ltwr:sps
616578,ltwr:lps
616578,ltwr:stpt
616578,ltwr:ltpt
616578,ltwr:ect
616578,ltwr:lct
616578,ltwr:swt
616578,ltwr:lwt
616578,mtwr:spt
616578,mtwr:lpt
616578,mtwr:sps
616578,mtwr:lps
616578,mtwr:stpt
616578,mtwr:ltpt
616578,mtwr:ect
616578,mtwr:lct
616578,mtwr:swt
616578,mtwr:lwt
699364,spt:sps
699364,spt:lps
699364,spt:stpt
699364,spt:ltpt
699364,spt:ect
699364,spt:lct
699364,spt:swt
699364,spt:lwt
699364,spt:ltwr
699364,spt:mtwr
699364,lpt:sps
699364,lpt:lps
699364,lpt:stpt
699364,lpt:ltpt
699364,lpt:ect
699364,lpt:lct
699364,lpt:swt
699364,lpt:lwt
699364,lpt:ltwr
699364,lpt:mtwr
