seed,rules:+...
885109,"ect,spt"
885109,"ect,lpt"
885109,"ect,sps"
885109,"ect,lps"
885109,"ect,stpt"
885109,"ect,ltpt"
885109,"ect,swt"
885109,"ect,lwt"
885109,"ect,ltwr"
885109,"ect,mtwr"
885109,"lct,spt"
885109,"lct,lpt"
885109,"lct,sps"
885109,"lct,lps"
885109,"lct,stpt"
885109,"lct,ltpt"
885109,"lct,swt"
885109,"lct,lwt"
885109,"lct,ltwr"
885109,"lct,mtwr"
885109,"swt,spt"
885109,"swt,lpt"
885109,"swt,sps"
885109,"swt,lps"
885109,"swt,stpt"
885109,"swt,ltpt"
885109,"swt,ect"
885109,"swt,lct"
885109,"swt,ltwr"
885109,"swt,mtwr"
885109,"lwt,spt"
885109,"lwt,lpt"
885109,"lwt,sps"
885109,"lwt,lps"
885109,"lwt,stpt"
885109,"lwt,ltpt"
885109,"lwt,ect"
885109,"lwt,lct"
885109,"lwt,ltwr"
885109,"lwt,mtwr"
885109,"ltwr,spt"
885109,"ltwr,lpt"
885109,"ltwr,sps"
885109,"ltwr,lps"
885109,"ltwr,stpt"
885109,"ltwr,ltpt"
885109,"ltwr,ect"
885109,"ltwr,lct"
885109,"ltwr,swt"
885109,"ltwr,lwt"
885109,"mtwr,spt"
885109,"mtwr,lpt"
885109,"mtwr,sps"
885109,"mtwr,lps"
885109,"mtwr,stpt"
885109,"mtwr,ltpt"
885109,"mtwr,ect"
885109,"mtwr,lct"
885109,"mtwr,swt"
885109,"mtwr,lwt"
892078,"spt,sps"
892078,"spt,lps"
892078,"spt,stpt"
892078,"spt,ltpt"
892078,"spt,ect"
892078,"spt,lct"
892078,"spt,swt"
892078,"spt,lwt"
892078,"spt,ltwr"
892078,"spt,mtwr"
892078,"lpt,sps"
892078,"lpt,lps"
892078,"lpt,stpt"
892078,"lpt,ltpt"
892078,"lpt,ect"
892078,"lpt,lct"
892078,"lpt,swt"
892078,"lpt,lwt"
892078,"lpt,ltwr"
892078,"lpt,mtwr"
892078,"sps,spt"
892078,"sps,lpt"
892078,"sps,stpt"
892078,"sps,ltpt"
892078,"sps,ect"
892078,"sps,lct"
892078,"sps,swt"
892078,"sps,lwt"
892078,"sps,ltwr"
892078,"sps,mtwr"
892078,"lps,spt"
892078,"lps,lpt"
892078,"lps,stpt"
892078,"lps,ltpt"
892078,"lps,ect"
892078,"lps,lct"
892078,"lps,swt"
892078,"lps,lwt"
892078,"lps,ltwr"
892078,"lps,mtwr"
892078,"stpt,spt"
892078,"stpt,lpt"
892078,"stpt,sps"
892078,"stpt,lps"
892078,"stpt,ect"
892078,"stpt,lct"
892078,"stpt,swt"
892078,"stpt,lwt"
892078,"stpt,ltwr"
892078,"stpt,mtwr"
892078,"ltpt,spt"
892078,"ltpt,lpt"
892078,"ltpt,sps"
892078,"ltpt,lps"
892078,"ltpt,ect"
892078,"ltpt,lct"
892078,"ltpt,swt"
892078,"ltpt,lwt"
892078,"ltpt,ltwr"
892078,"ltpt,mtwr"
892078,"ect,spt"
892078,"ect,lpt"
892078,"ect,sps"
892078,"ect,lps"
892078,"ect,stpt"
892078,"ect,ltpt"
892078,"ect,swt"
892078,"ect,lwt"
892078,"ect,ltwr"
892078,"ect,mtwr"
892078,"lct,spt"
892078,"lct,lpt"
892078,"lct,sps"
892078,"lct,lps"
892078,"lct,stpt"
892078,"lct,ltpt"
892078,"lct,swt"
892078,"lct,lwt"
892078,"lct,ltwr"
892078,"lct,mtwr"
892078,"swt,spt"
892078,"swt,lpt"
892078,"swt,sps"
892078,"swt,lps"
892078,"swt,stpt"
892078,"swt,ltpt"
892078,"swt,ect"
892078,"swt,lct"
892078,"swt,ltwr"
892078,"swt,mtwr"
892078,"lwt,spt"
892078,"lwt,lpt"
892078,"lwt,sps"
892078,"lwt,lps"
892078,"lwt,stpt"
892078,"lwt,ltpt"
892078,"lwt,ect"
892078,"lwt,lct"
892078,"lwt,ltwr"
892078,"lwt,mtwr"
892078,"ltwr,spt"
892078,"ltwr,lpt"
892078,"ltwr,sps"
892078,"ltwr,lps"
892078,"ltwr,stpt"
892078,"ltwr,ltpt"
892078,"ltwr,ect"
892078,"ltwr,lct"
892078,"ltwr,swt"
892078,"ltwr,lwt"
892078,"mtwr,spt"
892078,"mtwr,lpt"
892078,"mtwr,sps"
892078,"mtwr,lps"
892078,"mtwr,stpt"
892078,"mtwr,ltpt"
892078,"mtwr,ect"
892078,"mtwr,lct"
892078,"mtwr,swt"
892078,"mtwr,lwt"
194427,"spt,sps"
194427,"spt,lps"
194427,"spt,stpt"
194427,"spt,ltpt"
194427,"spt,ect"
194427,"spt,lct"
194427,"spt,swt"
194427,"spt,lwt"
194427,"spt,ltwr"
194427,"spt,mtwr"
194427,"lpt,sps"
194427,"lpt,lps"
194427,"lpt,stpt"
194427,"lpt,ltpt"
194427,"lpt,ect"
194427,"lpt,lct"
194427,"lpt,swt"
194427,"lpt,lwt"
194427,"lpt,ltwr"
194427,"lpt,mtwr"
194427,"sps,spt"
194427,"sps,lpt"
194427,"sps,stpt"
194427,"sps,ltpt"
194427,"sps,ect"
194427,"sps,lct"
194427,"sps,swt"
194427,"sps,lwt"
194427,"sps,ltwr"
194427,"sps,mtwr"
194427,"lps,spt"
194427,"lps,lpt"
194427,"lps,stpt"
194427,"lps,ltpt"
194427,"lps,ect"
194427,"lps,lct"
194427,"lps,swt"
194427,"lps,lwt"
194427,"lps,ltwr"
194427,"lps,mtwr"
194427,"stpt,spt"
194427,"stpt,lpt"
194427,"stpt,sps"
194427,"stpt,lps"
194427,"stpt,ect"
194427,"stpt,lct"
194427,"stpt,swt"
194427,"stpt,lwt"
194427,"stpt,ltwr"
194427,"stpt,mtwr"
194427,"ltpt,spt"
194427,"ltpt,lpt"
194427,"ltpt,sps"
194427,"ltpt,lps"
194427,"ltpt,ect"
194427,"ltpt,lct"
194427,"ltpt,swt"
194427,"ltpt,lwt"
194427,"ltpt,ltwr"
194427,"ltpt,mtwr"
194427,"ect,spt"
194427,"ect,lpt"
194427,"ect,sps"
194427,"ect,lps"
194427,"ect,stpt"
194427,"ect,ltpt"
194427,"ect,swt"
194427,"ect,lwt"
194427,"ect,ltwr"
194427,"ect,mtwr"
194427,"lct,spt"
194427,"lct,lpt"
194427,"lct,sps"
194427,"lct,lps"
194427,"lct,stpt"
194427,"lct,ltpt"
194427,"lct,swt"
194427,"lct,lwt"
194427,"lct,ltwr"
194427,"lct,mtwr"
194427,"swt,spt"
194427,"swt,lpt"
194427,"swt,sps"
194427,"swt,lps"
194427,"swt,stpt"
194427,"swt,ltpt"
194427,"swt,ect"
194427,"swt,lct"
194427,"swt,ltwr"
194427,"swt,mtwr"
194427,"lwt,spt"
194427,"lwt,lpt"
194427,"lwt,sps"
194427,"lwt,lps"
194427,"lwt,stpt"
194427,"lwt,ltpt"
194427,"lwt,ect"
194427,"lwt,lct"
194427,"lwt,ltwr"
194427,"lwt,mtwr"
194427,"ltwr,spt"
194427,"ltwr,lpt"
194427,"ltwr,sps"
194427,"ltwr,lps"
194427,"ltwr,stpt"
194427,"ltwr,ltpt"
194427,"ltwr,ect"
194427,"ltwr,lct"
194427,"ltwr,swt"
194427,"ltwr,lwt"
194427,"mtwr,spt"
194427,"mtwr,lpt"
194427,"mtwr,sps"
194427,"mtwr,lps"
194427,"mtwr,stpt"
194427,"mtwr,ltpt"
194427,"mtwr,ect"
194427,"mtwr,lct"
194427,"mtwr,swt"
194427,"mtwr,lwt"
438405,"spt,sps"
438405,"spt,lps"
438405,"spt,stpt"
438405,"spt,ltpt"
438405,"spt,ect"
438405,"spt,lct"
438405,"spt,swt"
438405,"spt,lwt"
438405,"spt,ltwr"
438405,"spt,mtwr"
438405,"lpt,sps"
438405,"lpt,lps"
438405,"lpt,stpt"
438405,"lpt,ltpt"
438405,"lpt,ect"
438405,"lpt,lct"
438405,"lpt,swt"
438405,"lpt,lwt"
438405,"lpt,ltwr"
438405,"lpt,mtwr"
438405,"sps,spt"
438405,"sps,lpt"
438405,"sps,stpt"
438405,"sps,ltpt"
438405,"sps,ect"
438405,"sps,lct"
438405,"sps,swt"
438405,"sps,lwt"
438405,"sps,ltwr"
438405,"sps,mtwr"
438405,"lps,spt"
438405,"lps,lpt"
438405,"lps,stpt"
438405,"lps,ltpt"
438405,"lps,ect"
438405,"lps,lct"
438405,"lps,swt"
438405,"lps,lwt"
438405,"lps,ltwr"
438405,"lps,mtwr"
438405,"stpt,spt"
438405,"stpt,lpt"
438405,"stpt,sps"
438405,"stpt,lps"
438405,"stpt,ect"
438405,"stpt,lct"
438405,"stpt,swt"
438405,"stpt,lwt"
438405,"stpt,ltwr"
438405,"stpt,mtwr"
438405,"ltpt,spt"
438405,"ltpt,lpt"
438405,"ltpt,sps"
438405,"ltpt,lps"
438405,"ltpt,ect"
438405,"ltpt,lct"
438405,"ltpt,swt"
438405,"ltpt,lwt"
438405,"ltpt,ltwr"
438405,"ltpt,mtwr"
438405,"ect,spt"
438405,"ect,lpt"
438405,"ect,sps"
438405,"ect,lps"
438405,"ect,stpt"
438405,"ect,ltpt"
438405,"ect,swt"
438405,"ect,lwt"
438405,"ect,ltwr"
438405,"ect,mtwr"
438405,"lct,spt"
438405,"lct,lpt"
438405,"lct,sps"
438405,"lct,lps"
438405,"lct,stpt"
438405,"lct,ltpt"
438405,"lct,swt"
438405,"lct,lwt"
438405,"lct,ltwr"
438405,"lct,mtwr"
438405,"swt,spt"
438405,"swt,lpt"
438405,"swt,sps"
438405,"swt,lps"
438405,"swt,stpt"
438405,"swt,ltpt"
438405,"swt,ect"
438405,"swt,lct"
438405,"swt,ltwr"
438405,"swt,mtwr"
438405,"lwt,spt"
438405,"lwt,lpt"
438405,"lwt,sps"
438405,"lwt,lps"
438405,"lwt,stpt"
438405,"lwt,ltpt"
438405,"lwt,ect"
438405,"lwt,lct"
438405,"lwt,ltwr"
438405,"lwt,mtwr"
438405,"ltwr,spt"
438405,"ltwr,lpt"
438405,"ltwr,sps"
438405,"ltwr,lps"
438405,"ltwr,stpt"
438405,"ltwr,ltpt"
438405,"ltwr,ect"
438405,"ltwr,lct"
438405,"ltwr,swt"
438405,"ltwr,lwt"
438405,"mtwr,spt"
438405,"mtwr,lpt"
438405,"mtwr,sps"
438405,"mtwr,lps"
438405,"mtwr,stpt"
438405,"mtwr,ltpt"
438405,"mtwr,ect"
438405,"mtwr,lct"
438405,"mtwr,swt"
438405,"mtwr,lwt"
961048,"spt,sps"
961048,"spt,lps"
961048,"spt,stpt"
961048,"spt,ltpt"
961048,"spt,ect"
961048,"spt,lct"
961048,"spt,swt"
961048,"spt,lwt"
961048,"spt,ltwr"
961048,"spt,mtwr"
961048,"lpt,sps"
961048,"lpt,lps"
961048,"lpt,stpt"
961048,"lpt,ltpt"
961048,"lpt,ect"
961048,"lpt,lct"
961048,"lpt,swt"
961048,"lpt,lwt"
961048,"lpt,ltwr"
961048,"lpt,mtwr"
961048,"sps,spt"
961048,"sps,lpt"
961048,"sps,stpt"
961048,"sps,ltpt"
961048,"sps,ect"
961048,"sps,lct"
961048,"sps,swt"
961048,"sps,lwt"
961048,"sps,ltwr"
961048,"sps,mtwr"
961048,"lps,spt"
961048,"lps,lpt"
961048,"lps,stpt"
961048,"lps,ltpt"
961048,"lps,ect"
961048,"lps,lct"
961048,"lps,swt"
961048,"lps,lwt"
961048,"lps,ltwr"
961048,"lps,mtwr"
961048,"stpt,spt"
961048,"stpt,lpt"
961048,"stpt,sps"
961048,"stpt,lps"
961048,"stpt,ect"
961048,"stpt,lct"
961048,"stpt,swt"
961048,"stpt,lwt"
961048,"stpt,ltwr"
961048,"stpt,mtwr"
961048,"ltpt,spt"
961048,"ltpt,lpt"
961048,"ltpt,sps"
961048,"ltpt,lps"
961048,"ltpt,ect"
961048,"ltpt,lct"
961048,"ltpt,swt"
961048,"ltpt,lwt"
961048,"ltpt,ltwr"
961048,"ltpt,mtwr"
961048,"ect,spt"
961048,"ect,lpt"
961048,"ect,sps"
961048,"ect,lps"
961048,"ect,stpt"
961048,"ect,ltpt"
961048,"ect,swt"
961048,"ect,lwt"
961048,"ect,ltwr"
961048,"ect,mtwr"
961048,"lct,spt"
961048,"lct,lpt"
961048,"lct,sps"
961048,"lct,lps"
961048,"lct,stpt"
961048,"lct,ltpt"
961048,"lct,swt"
961048,"lct,lwt"
961048,"lct,ltwr"
961048,"lct,mtwr"
961048,"swt,spt"
961048,"swt,lpt"
961048,"swt,sps"
961048,"swt,lps"
961048,"swt,stpt"
961048,"swt,ltpt"
961048,"swt,ect"
961048,"swt,lct"
961048,"swt,ltwr"
961048,"swt,mtwr"
961048,"lwt,spt"
961048,"lwt,lpt"
961048,"lwt,sps"
961048,"lwt,lps"
961048,"lwt,stpt"
961048,"lwt,ltpt"
961048,"lwt,ect"
961048,"lwt,lct"
961048,"lwt,ltwr"
961048,"lwt,mtwr"
961048,"ltwr,spt"
961048,"ltwr,lpt"
961048,"ltwr,sps"
961048,"ltwr,lps"
961048,"ltwr,stpt"
961048,"ltwr,ltpt"
961048,"ltwr,ect"
961048,"ltwr,lct"
961048,"ltwr,swt"
961048,"ltwr,lwt"
961048,"mtwr,spt"
961048,"mtwr,lpt"
961048,"mtwr,sps"
961048,"mtwr,lps"
961048,"mtwr,stpt"
961048,"mtwr,ltpt"
961048,"mtwr,ect"
961048,"mtwr,lct"
961048,"mtwr,swt"
961048,"mtwr,lwt"
894283,"spt,sps"
894283,"spt,lps"
894283,"spt,stpt"
894283,"spt,ltpt"
894283,"spt,ect"
894283,"spt,lct"
894283,"spt,swt"
894283,"spt,lwt"
894283,"spt,ltwr"
894283,"spt,mtwr"
894283,"lpt,sps"
894283,"lpt,lps"
894283,"lpt,stpt"
894283,"lpt,ltpt"
894283,"lpt,ect"
894283,"lpt,lct"
894283,"lpt,swt"
894283,"lpt,lwt"
894283,"lpt,ltwr"
894283,"lpt,mtwr"
894283,"sps,spt"
894283,"sps,lpt"
894283,"sps,stpt"
894283,"sps,ltpt"
894283,"sps,ect"
894283,"sps,lct"
894283,"sps,swt"
894283,"sps,lwt"
894283,"sps,ltwr"
894283,"sps,mtwr"
894283,"lps,spt"
894283,"lps,lpt"
894283,"lps,stpt"
894283,"lps,ltpt"
894283,"lps,ect"
894283,"lps,lct"
894283,"lps,swt"
894283,"lps,lwt"
894283,"lps,ltwr"
894283,"lps,mtwr"
894283,"stpt,spt"
894283,"stpt,lpt"
894283,"stpt,sps"
894283,"stpt,lps"
894283,"stpt,ect"
894283,"stpt,lct"
894283,"stpt,swt"
894283,"stpt,lwt"
894283,"stpt,ltwr"
894283,"stpt,mtwr"
894283,"ltpt,spt"
894283,"ltpt,lpt"
894283,"ltpt,sps"
894283,"ltpt,lps"
894283,"ltpt,ect"
894283,"ltpt,lct"
894283,"ltpt,swt"
894283,"ltpt,lwt"
894283,"ltpt,ltwr"
894283,"ltpt,mtwr"
894283,"ect,spt"
894283,"ect,lpt"
894283,"ect,sps"
894283,"ect,lps"
894283,"ect,stpt"
894283,"ect,ltpt"
894283,"ect,swt"
894283,"ect,lwt"
894283,"ect,ltwr"
894283,"ect,mtwr"
894283,"lct,spt"
894283,"lct,lpt"
894283,"lct,sps"
894283,"lct,lps"
894283,"lct,stpt"
894283,"lct,ltpt"
894283,"lct,swt"
894283,"lct,lwt"
894283,"lct,ltwr"
894283,"lct,mtwr"
894283,"swt,spt"
894283,"swt,lpt"
894283,"swt,sps"
894283,"swt,lps"
894283,"swt,stpt"
894283,"swt,ltpt"
894283,"swt,ect"
894283,"swt,lct"
894283,"swt,ltwr"
894283,"swt,mtwr"
894283,"lwt,spt"
894283,"lwt,lpt"
894283,"lwt,sps"
894283,"lwt,lps"
894283,"lwt,stpt"
894283,"lwt,ltpt"
894283,"lwt,ect"
894283,"lwt,lct"
894283,"lwt,ltwr"
894283,"lwt,mtwr"
894283,"ltwr,spt"
894283,"ltwr,lpt"
894283,"ltwr,sps"
894283,"ltwr,lps"
894283,"ltwr,stpt"
894283,"ltwr,ltpt"
894283,"ltwr,ect"
894283,"ltwr,lct"
894283,"ltwr,swt"
894283,"ltwr,lwt"
894283,"mtwr,spt"
894283,"mtwr,lpt"
894283,"mtwr,sps"
894283,"mtwr,lps"
894283,"mtwr,stpt"
894283,"mtwr,ltpt"
894283,"mtwr,ect"
894283,"mtwr,lct"
894283,"mtwr,swt"
894283,"mtwr,lwt"
40994,"spt,sps"
40994,"spt,lps"
40994,"spt,stpt"
40994,"spt,ltpt"
40994,"spt,ect"
40994,"spt,lct"
40994,"spt,swt"
40994,"spt,lwt"
40994,"spt,ltwr"
40994,"spt,mtwr"
40994,"lpt,sps"
40994,"lpt,lps"
40994,"lpt,stpt"
40994,"lpt,ltpt"
40994,"lpt,ect"
40994,"lpt,lct"
40994,"lpt,swt"
40994,"lpt,lwt"
40994,"lpt,ltwr"
40994,"lpt,mtwr"
40994,"sps,spt"
40994,"sps,lpt"
40994,"sps,stpt"
40994,"sps,ltpt"
40994,"sps,ect"
40994,"sps,lct"
40994,"sps,swt"
40994,"sps,lwt"
40994,"sps,ltwr"
40994,"sps,mtwr"
40994,"lps,spt"
40994,"lps,lpt"
40994,"lps,stpt"
40994,"lps,ltpt"
40994,"lps,ect"
40994,"lps,lct"
40994,"lps,swt"
40994,"lps,lwt"
40994,"lps,ltwr"
40994,"lps,mtwr"
40994,"stpt,spt"
40994,"stpt,lpt"
40994,"stpt,sps"
40994,"stpt,lps"
40994,"stpt,ect"
40994,"stpt,lct"
40994,"stpt,swt"
40994,"stpt,lwt"
40994,"stpt,ltwr"
40994,"stpt,mtwr"
40994,"ltpt,spt"
40994,"ltpt,lpt"
40994,"ltpt,sps"
40994,"ltpt,lps"
40994,"ltpt,ect"
40994,"ltpt,lct"
40994,"ltpt,swt"
40994,"ltpt,lwt"
40994,"ltpt,ltwr"
40994,"ltpt,mtwr"
40994,"ect,spt"
40994,"ect,lpt"
40994,"ect,sps"
40994,"ect,lps"
40994,"ect,stpt"
40994,"ect,ltpt"
40994,"ect,swt"
40994,"ect,lwt"
40994,"ect,ltwr"
40994,"ect,mtwr"
40994,"lct,spt"
40994,"lct,lpt"
40994,"lct,sps"
40994,"lct,lps"
40994,"lct,stpt"
40994,"lct,ltpt"
40994,"lct,swt"
40994,"lct,lwt"
40994,"lct,ltwr"
40994,"lct,mtwr"
40994,"swt,spt"
40994,"swt,lpt"
40994,"swt,sps"
40994,"swt,lps"
40994,"swt,stpt"
40994,"swt,ltpt"
40994,"swt,ect"
40994,"swt,lct"
40994,"swt,ltwr"
40994,"swt,mtwr"
40994,"lwt,spt"
40994,"lwt,lpt"
40994,"lwt,sps"
40994,"lwt,lps"
40994,"lwt,stpt"
40994,"lwt,ltpt"
40994,"lwt,ect"
40994,"lwt,lct"
40994,"lwt,ltwr"
40994,"lwt,mtwr"
40994,"ltwr,spt"
40994,"ltwr,lpt"
40994,"ltwr,sps"
40994,"ltwr,lps"
40994,"ltwr,stpt"
40994,"ltwr,ltpt"
40994,"ltwr,ect"
40994,"ltwr,lct"
40994,"ltwr,swt"
40994,"ltwr,lwt"
40994,"mtwr,spt"
40994,"mtwr,lpt"
40994,"mtwr,sps"
40994,"mtwr,lps"
40994,"mtwr,stpt"
40994,"mtwr,ltpt"
40994,"mtwr,ect"
40994,"mtwr,lct"
40994,"mtwr,swt"
40994,"mtwr,lwt"
472766,"spt,sps"
472766,"spt,lps"
472766,"spt,stpt"
472766,"spt,ltpt"
472766,"spt,ect"
472766,"spt,lct"
472766,"spt,swt"
472766,"spt,lwt"
472766,"spt,ltwr"
472766,"spt,mtwr"
472766,"lpt,sps"
472766,"lpt,lps"
472766,"lpt,stpt"
472766,"lpt,ltpt"
472766,"lpt,ect"
472766,"lpt,lct"
472766,"lpt,swt"
472766,"lpt,lwt"
472766,"lpt,ltwr"
472766,"lpt,mtwr"
472766,"sps,spt"
472766,"sps,lpt"
472766,"sps,stpt"
472766,"sps,ltpt"
472766,"sps,ect"
472766,"sps,lct"
472766,"sps,swt"
472766,"sps,lwt"
472766,"sps,ltwr"
472766,"sps,mtwr"
472766,"lps,spt"
472766,"lps,lpt"
472766,"lps,stpt"
472766,"lps,ltpt"
472766,"lps,ect"
472766,"lps,lct"
472766,"lps,swt"
472766,"lps,lwt"
472766,"lps,ltwr"
472766,"lps,mtwr"
472766,"stpt,spt"
472766,"stpt,lpt"
472766,"stpt,sps"
472766,"stpt,lps"
472766,"stpt,ect"
472766,"stpt,lct"
472766,"stpt,swt"
472766,"stpt,lwt"
472766,"stpt,ltwr"
472766,"stpt,mtwr"
472766,"ltpt,spt"
472766,"ltpt,lpt"
472766,"ltpt,sps"
472766,"ltpt,lps"
472766,"ltpt,ect"
472766,"ltpt,lct"
472766,"ltpt,swt"
472766,"ltpt,lwt"
472766,"ltpt,ltwr"
472766,"ltpt,mtwr"
472766,"ect,spt"
472766,"ect,lpt"
472766,"ect,sps"
472766,"ect,lps"
472766,"ect,stpt"
472766,"ect,ltpt"
472766,"ect,swt"
472766,"ect,lwt"
472766,"ect,ltwr"
472766,"ect,mtwr"
472766,"lct,spt"
472766,"lct,lpt"
472766,"lct,sps"
472766,"lct,lps"
472766,"lct,stpt"
472766,"lct,ltpt"
472766,"lct,swt"
472766,"lct,lwt"
472766,"lct,ltwr"
472766,"lct,mtwr"
472766,"swt,spt"
472766,"swt,lpt"
472766,"swt,sps"
472766,"swt,lps"
472766,"swt,stpt"
