seed,tabu_length,max_steps,longest_hold
103832,6,1000,500,la01
103832,6,1000,1000,ft10
103832,6,1000,1000,abz7
103832,6,1000,1000,ft20
103832,6,1000,1000,abz9
103832,6,1000,1000,la04
103832,6,1000,1000,la03
103832,6,1000,1000,abz6
103832,6,1000,1000,la02
103832,6,1000,1000,abz5
103832,6,1000,1000,la01
103832,8,500,500,ft10
103832,8,500,500,abz7
103832,8,500,500,ft20
103832,8,500,500,abz9
103832,8,500,500,la04
103832,8,500,500,la03
103832,8,500,500,abz6
103832,8,500,500,la02
103832,8,500,500,abz5
103832,8,500,500,la01
103832,8,750,500,ft10
103832,8,750,500,abz7
103832,8,750,500,ft20
103832,8,750,500,abz9
103832,8,750,500,la04
103832,8,750,500,la03
103832,8,750,500,abz6
103832,8,750,500,la02
103832,8,750,500,abz5
103832,8,750,500,la01
103832,8,1000,500,ft10
103832,8,1000,500,abz7
103832,8,1000,500,ft20
103832,8,1000,500,abz9
103832,8,1000,500,la04
103832,8,1000,500,la03
103832,8,1000,500,abz6
103832,8,1000,500,la02
103832,8,1000,500,abz5
103832,8,1000,500,la01
103832,8,1000,1000,ft10
103832,8,1000,1000,abz7
103832,8,1000,1000,ft20
103832,8,1000,1000,abz9
103832,8,1000,1000,la04
103832,8,1000,1000,la03
103832,8,1000,1000,abz6
103832,8,1000,1000,la02
103832,8,1000,1000,abz5
103832,8,1000,1000,la01
324239,2,500,500,ft10
324239,2,500,500,abz7
324239,2,500,500,ft20
324239,2,500,500,abz9
324239,2,500,500,la04
324239,2,500,500,la03
324239,2,500,500,abz6
324239,2,500,500,la02
324239,2,500,500,abz5
324239,2,500,500,la01
324239,2,750,500,ft10
324239,2,750,500,abz7
324239,2,750,500,ft20
324239,2,750,500,abz9
324239,2,750,500,la04
324239,2,750,500,la03
324239,2,750,500,abz6
324239,2,750,500,la02
324239,2,750,500,abz5
324239,2,750,500,la01
324239,2,1000,500,ft10
324239,2,1000,500,abz7
324239,2,1000,500,ft20
324239,2,1000,500,abz9
324239,2,1000,500,la04
324239,2,1000,500,la03
324239,2,1000,500,abz6
324239,2,1000,500,la02
324239,2,1000,500,abz5
324239,2,1000,500,la01
324239,2,1000,1000,ft10
324239,2,1000,1000,abz7
324239,2,1000,1000,ft20
324239,2,1000,1000,abz9
324239,2,1000,1000,la04
324239,2,1000,1000,la03
324239,2,1000,1000,abz6
324239,2,1000,1000,la02
324239,2,1000,1000,abz5
324239,2,1000,1000,la01
324239,3,500,500,ft10
324239,3,500,500,abz7
324239,3,500,500,ft20
324239,3,500,500,abz9
324239,3,500,500,la04
324239,3,500,500,la03
324239,3,500,500,abz6
324239,3,500,500,la02
324239,3,500,500,abz5
324239,3,500,500,la01
324239,3,750,500,ft10
324239,3,750,500,abz7
324239,3,750,500,ft20
324239,3,750,500,abz9
324239,3,750,500,la04
324239,3,750,500,la03
324239,3,750,500,abz6
324239,3,750,500,la02
324239,3,750,500,abz5
324239,3,750,500,la01
324239,3,1000,500,ft10
324239,3,1000,500,abz7
324239,3,1000,500,ft20
324239,3,1000,500,abz9
324239,3,1000,500,la04
324239,3,1000,500,la03
324239,3,1000,500,abz6
324239,3,1000,500,la02
324239,3,1000,500,abz5
324239,3,1000,500,la01
324239,3,1000,1000,ft10
324239,3,1000,1000,abz7
324239,3,1000,1000,ft20
324239,3,1000,1000,abz9
324239,3,1000,1000,la04
324239,3,1000,1000,la03
324239,3,1000,1000,abz6
324239,3,1000,1000,la02
324239,3,1000,1000,abz5
324239,3,1000,1000,la01
324239,4,500,500,ft10
324239,4,500,500,abz7
324239,4,500,500,ft20
324239,4,500,500,abz9
324239,4,500,500,la04
324239,4,500,500,la03
324239,4,500,500,abz6
324239,4,500,500,la02
324239,4,500,500,abz5
324239,4,500,500,la01
324239,4,750,500,ft10
324239,4,750,500,abz7
324239,4,750,500,ft20
324239,4,750,500,abz9
324239,4,750,500,la04
324239,4,750,500,la03
324239,4,750,500,abz6
324239,4,750,500,la02
324239,4,750,500,abz5
324239,4,750,500,la01
324239,4,1000,500,ft10
324239,4,1000,500,abz7
324239,4,1000,500,ft20
324239,4,1000,500,abz9
324239,4,1000,500,la04
324239,4,1000,500,la03
324239,4,1000,500,abz6
324239,4,1000,500,la02
324239,4,1000,500,abz5
324239,4,1000,500,la01
324239,4,1000,1000,ft10
324239,4,1000,1000,abz7
324239,4,1000,1000,ft20
324239,4,1000,1000,abz9
324239,4,1000,1000,la04
324239,4,1000,1000,la03
324239,4,1000,1000,abz6
324239,4,1000,1000,la02
324239,4,1000,1000,abz5
324239,4,1000,1000,la01
324239,6,500,500,ft10
324239,6,500,500,abz7
324239,6,500,500,ft20
324239,6,500,500,abz9
324239,6,500,500,la04
324239,6,500,500,la03
324239,6,500,500,abz6
324239,6,500,500,la02
324239,6,500,500,abz5
324239,6,500,500,la01
324239,6,750,500,ft10
324239,6,750,500,abz7
324239,6,750,500,ft20
324239,6,750,500,abz9
324239,6,750,500,la04
324239,6,750,500,la03
324239,6,750,500,abz6
324239,6,750,500,la02
324239,6,750,500,abz5
324239,6,750,500,la01
324239,6,1000,500,ft10
324239,6,1000,500,abz7
324239,6,1000,500,ft20
324239,6,1000,500,abz9
324239,6,1000,500,la04
324239,6,1000,500,la03
324239,6,1000,500,abz6
324239,6,1000,500,la02
324239,6,1000,500,abz5
324239,6,1000,500,la01
324239,6,1000,1000,ft10
324239,6,1000,1000,abz7
324239,6,1000,1000,ft20
324239,6,1000,1000,abz9
324239,6,1000,1000,la04
324239,6,1000,1000,la03
324239,6,1000,1000,abz6
324239,6,1000,1000,la02
324239,6,1000,1000,abz5
324239,6,1000,1000,la01
324239,8,500,500,ft10
324239,8,500,500,abz7
324239,8,500,500,ft20
324239,8,500,500,abz9
324239,8,500,500,la04
324239,8,500,500,la03
324239,8,500,500,abz6
324239,8,500,500,la02
324239,8,500,500,abz5
324239,8,500,500,la01
324239,8,750,500,ft10
324239,8,750,500,abz7
324239,8,750,500,ft20
324239,8,750,500,abz9
324239,8,750,500,la04
324239,8,750,500,la03
324239,8,750,500,abz6
324239,8,750,500,la02
324239,8,750,500,abz5
324239,8,750,500,la01
324239,8,1000,500,ft10
324239,8,1000,500,abz7
324239,8,1000,500,ft20
324239,8,1000,500,abz9
324239,8,1000,500,la04
324239,8,1000,500,la03
324239,8,1000,500,abz6
324239,8,1000,500,la02
324239,8,1000,500,abz5
324239,8,1000,500,la01
324239,8,1000,1000,ft10
324239,8,1000,1000,abz7
324239,8,1000,1000,ft20
324239,8,1000,1000,abz9
324239,8,1000,1000,la04
324239,8,1000,1000,la03
324239,8,1000,1000,abz6
324239,8,1000,1000,la02
324239,8,1000,1000,abz5
324239,8,1000,1000,la01
413538,2,500,500,ft10
413538,2,500,500,abz7
413538,2,500,500,ft20
413538,2,500,500,abz9
413538,2,500,500,la04
413538,2,500,500,la03
413538,2,500,500,abz6
413538,2,500,500,la02
413538,2,500,500,abz5
413538,2,500,500,la01
413538,2,750,500,ft10
413538,2,750,500,abz7
413538,2,750,500,ft20
413538,2,750,500,abz9
413538,2,750,500,la04
413538,2,750,500,la03
413538,2,750,500,abz6
413538,2,750,500,la02
413538,2,750,500,abz5
413538,2,750,500,la01
413538,2,1000,500,ft10
413538,2,1000,500,abz7
413538,2,1000,500,ft20
413538,2,1000,500,abz9
413538,2,1000,500,la04
413538,2,1000,500,la03
413538,2,1000,500,abz6
413538,2,1000,500,la02
413538,2,1000,500,abz5
413538,2,1000,500,la01
413538,2,1000,1000,ft10
413538,2,1000,1000,abz7
413538,2,1000,1000,ft20
413538,2,1000,1000,abz9
413538,2,1000,1000,la04
413538,2,1000,1000,la03
413538,2,1000,1000,abz6
413538,2,1000,1000,la02
413538,2,1000,1000,abz5
413538,2,1000,1000,la01
413538,3,500,500,ft10
413538,3,500,500,abz7
413538,3,500,500,ft20
413538,3,500,500,abz9
413538,3,500,500,la04
413538,3,500,500,la03
413538,3,500,500,abz6
413538,3,500,500,la02
413538,3,500,500,abz5
413538,3,500,500,la01
413538,3,750,500,ft10
413538,3,750,500,abz7
413538,3,750,500,ft20
413538,3,750,500,abz9
413538,3,750,500,la04
413538,3,750,500,la03
413538,3,750,500,abz6
413538,3,750,500,la02
413538,3,750,500,abz5
413538,3,750,500,la01
413538,3,1000,500,ft10
413538,3,1000,500,abz7
413538,3,1000,500,ft20
413538,3,1000,500,abz9
413538,3,1000,500,la04
413538,3,1000,500,la03
413538,3,1000,500,abz6
413538,3,1000,500,la02
413538,3,1000,500,abz5
413538,3,1000,500,la01
413538,3,1000,1000,ft10
413538,3,1000,1000,abz7
413538,3,1000,1000,ft20
413538,3,1000,1000,abz9
413538,3,1000,1000,la04
413538,3,1000,1000,la03
413538,3,1000,1000,abz6
413538,3,1000,1000,la02
413538,3,1000,1000,abz5
413538,3,1000,1000,la01
413538,4,500,500,ft10
413538,4,500,500,abz7
413538,4,500,500,ft20
413538,4,500,500,abz9
413538,4,500,500,la04
413538,4,500,500,la03
413538,4,500,500,abz6
413538,4,500,500,la02
413538,4,500,500,abz5
413538,4,500,500,la01
413538,4,750,500,ft10
413538,4,750,500,abz7
413538,4,750,500,ft20
413538,4,750,500,abz9
413538,4,750,500,la04
413538,4,750,500,la03
413538,4,750,500,abz6
413538,4,750,500,la02
413538,4,750,500,abz5
413538,4,750,500,la01
413538,4,1000,500,ft10
413538,4,1000,500,abz7
413538,4,1000,500,ft20
413538,4,1000,500,abz9
413538,4,1000,500,la04
413538,4,1000,500,la03
413538,4,1000,500,abz6
413538,4,1000,500,la02
413538,4,1000,500,abz5
413538,4,1000,500,la01
413538,4,1000,1000,ft10
413538,4,1000,1000,abz7
413538,4,1000,1000,ft20
413538,4,1000,1000,abz9
413538,4,1000,1000,la04
413538,4,1000,1000,la03
413538,4,1000,1000,abz6
413538,4,1000,1000,la02
413538,4,1000,1000,abz5
413538,4,1000,1000,la01
413538,6,500,500,ft10
413538,6,500,500,abz7
413538,6,500,500,ft20
413538,6,500,500,abz9
413538,6,500,500,la04
413538,6,500,500,la03
413538,6,500,500,abz6
413538,6,500,500,la02
413538,6,500,500,abz5
413538,6,500,500,la01
413538,6,750,500,ft10
413538,6,750,500,abz7
413538,6,750,500,ft20
413538,6,750,500,abz9
413538,6,750,500,la04
413538,6,750,500,la03
413538,6,750,500,abz6
413538,6,750,500,la02
413538,6,750,500,abz5
413538,6,750,500,la01
413538,6,1000,500,ft10
413538,6,1000,500,abz7
413538,6,1000,500,ft20
413538,6,1000,500,abz9
413538,6,1000,500,la04
413538,6,1000,500,la03
413538,6,1000,500,abz6
413538,6,1000,500,la02
413538,6,1000,500,abz5
413538,6,1000,500,la01
413538,6,1000,1000,ft10
413538,6,1000,1000,abz7
413538,6,1000,1000,ft20
413538,6,1000,1000,abz9
413538,6,1000,1000,la04
413538,6,1000,1000,la03
413538,6,1000,1000,abz6
413538,6,1000,1000,la02
413538,6,1000,1000,abz5
413538,6,1000,1000,la01
413538,8,500,500,ft10
413538,8,500,500,abz7
413538,8,500,500,ft20
413538,8,500,500,abz9
413538,8,500,500,la04
413538,8,500,500,la03
413538,8,500,500,abz6
413538,8,500,500,la02
413538,8,500,500,abz5
413538,8,500,500,la01
413538,8,750,500,ft10
413538,8,750,500,abz7
413538,8,750,500,ft20
413538,8,750,500,abz9
413538,8,750,500,la04
413538,8,750,500,la03
413538,8,750,500,abz6
413538,8,750,500,la02
413538,8,750,500,abz5
413538,8,750,500,la01
413538,8,1000,500,ft10
413538,8,1000,500,abz7
413538,8,1000,500,ft20
413538,8,1000,500,abz9
413538,8,1000,500,la04
413538,8,1000,500,la03
413538,8,1000,500,abz6
413538,8,1000,500,la02
413538,8,1000,500,abz5
413538,8,1000,500,la01
413538,8,1000,1000,ft10
413538,8,1000,1000,abz7
413538,8,1000,1000,ft20
413538,8,1000,1000,abz9
413538,8,1000,1000,la04
413538,8,1000,1000,la03
413538,8,1000,1000,abz6
413538,8,1000,1000,la02
413538,8,1000,1000,abz5
413538,8,1000,1000,la01
596316,2,500,500,ft10
596316,2,500,500,abz7
596316,2,500,500,ft20
596316,2,500,500,abz9
596316,2,500,500,la04
596316,2,500,500,la03
596316,2,500,500,abz6
596316,2,500,500,la02
596316,2,500,500,abz5
596316,2,500,500,la01
596316,2,750,500,ft10
596316,2,750,500,abz7
596316,2,750,500,ft20
596316,2,750,500,abz9
596316,2,750,500,la04
596316,2,750,500,la03
596316,2,750,500,abz6
596316,2,750,500,la02
596316,2,750,500,abz5
596316,2,750,500,la01
596316,2,1000,500,ft10
596316,2,1000,500,abz7
596316,2,1000,500,ft20
596316,2,1000,500,abz9
596316,2,1000,500,la04
596316,2,1000,500,la03
596316,2,1000,500,abz6
596316,2,1000,500,la02
596316,2,1000,500,abz5
596316,2,1000,500,la01
596316,2,1000,1000,ft10
596316,2,1000,1000,abz7
596316,2,1000,1000,ft20
596316,2,1000,1000,abz9
596316,2,1000,1000,la04
596316,2,1000,1000,la03
596316,2,1000,1000,abz6
596316,2,1000,1000,la02
596316,2,1000,1000,abz5
596316,2,1000,1000,la01
596316,3,500,500,ft10
596316,3,500,500,abz7
596316,3,500,500,ft20
596316,3,500,500,abz9
596316,3,500,500,la04
596316,3,500,500,la03
